Tern af torskerovn ,20
Tun ,20
Tern af skinke ,20
Bagt laks ,20
Små kødboller ,20
Pølseskiver ,20
Kylling ,20
Ostetern ,20
Røget laksetatar ,20
Gravad laksetatar ,20
