Majs ,20
Oliven ,7
Syltet hvidløg ,10
Jalapenios ,10
Syltet soltørrede tomater ,10
Syltet Champignon ,10
Syltet løg ,10
Grønne tomater ,15
Syltet grønne bønner ,15
Syltet radiser ,15
Artiskokker ,15
Syltet agurker ,15
Syltet peber ,15
bambusskud ,15
Grillede auberginer ,15
Feta ,20
