Hakket Figner ,10
Coutoner ,7
Mandler ,10
Rosiner ,10
Hasselnødder ,10
Valnødder ,10
Brøndkarse ,2
Persille ,2
Purløg ,2
Salvie ,2
Citronmelisse ,2
Peanuts ,10
Kokos flager ,5
Tørret abrikos ,10
Tørret soltørrede tomater ,10
Majs saltede ,10
Saltede Solsikkerkerner ,10
Ristede Solsikkerkerner ,10
Græskærkerner ,10
Bananchips ,10
